,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,"Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","CO2 Equivalent Emissions Direct, Scope 1, 2022","CO2 Equivalent Emissions Direct, Scope 1, 2021","CO2 Equivalent Emissions Direct, Scope 1, 2020","CO2 Equivalent Emissions Direct, Scope 1, 2019","CO2 Equivalent Emissions Indirect, Scope 2, 2022","CO2 Equivalent Emissions Indirect, Scope 2, 2021","CO2 Equivalent Emissions Indirect, Scope 2, 2020","CO2 Equivalent Emissions Indirect, Scope 2, 2019","CO2 Equivalent Emissions Indirect, Scope 3, 2022","CO2 Equivalent Emissions Indirect, Scope 3, 2021","CO2 Equivalent Emissions Indirect, Scope 3, 2020","CO2 Equivalent Emissions Indirect, Scope 3, 2019","CO2 Equivalent Emissions Total, 2022","CO2 Equivalent Emissions Total, 2021","CO2 Equivalent Emissions Total, 2020","CO2 Equivalent Emissions Total, 2019","CO2 Estimation Method, 2022","CO2 Estimation Method, 2021","CO2 Estimation Method, 2020","CO2 Estimation Method, 2019",Employee Satisfaction,Employees With Disabilities,Employees Health & Safety Controversies,Full-Time Employees (Pvt),Employee Satisfaction,Employees With Disabilities,Employee Health & Safety Training Hours,Employee Accidents,Employee Lost Working Days,Employees Health & Safety Controversies,Employee Resource Groups,Employee Engagement Voluntary Work,Policy Supply Chain Health & Safety,Environmental Supply Chain Monitoring,Environmental Supply Chain Management,Policy Environmental Supply Chain,Supply Chain Health & Safety Training,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Resource Reduction Targets,Targets Water Efficiency,Targets Energy Efficiency,Renewable Energy Use Ratio,Energy Use Total,Energy Purchased Direct,Renewable Energy Purchased,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,SOx Emissions To Revenues USD in million,Injuries To Million Hours,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Trade Union Representation,Recent Diversity Opportunity Controversies,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage,Executive Compensation Controversies,Sustainability Compensation Incentives,Executive Individual Compensation
1024,PDM.N,Piedmont Office Realty Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,59.90216,60.10441,59.82741,60.3547,10.29629,7.55026,14.84457,17.30548,107.3613914,105.151546,85.53619248,81.5190882,933,917,1021,1648,86620,82797,98851,125908,12331,17670,,,87553,83714,99872,127556,Reported,Reported,Reported,Reported,,,,149,,,,0,0,,0,1,1,1,1,1,0,,,1,1,1,0.027272883,1051770,1051770,28684.8,1613.013201,909362,,,,0,1,0,,,,,22,78,78,,,,,,,,,,,,,,0,1,0
1025,BFH.N,Bread Financial Holdings Inc,Financials,Banking & Investment Services,Banking Services,91.70709,91.16279,89.57071,89.78242,6.93001,28.56361,7.92731,14.12116,963.9293598,885.2348993,1203.220294,1403.110244,1008,1493,1357,2266,7860,11220,12328,33464,116245,147212,31548,84275,8868,12713,13685,35730,Reported,Reported,Reported,Reported,,,,7500,,,,,,,1,1,0,,1,1,0,10.31699582,,0,0,0,,101978,75463.72,,,,,,,,1,0,,,,,,,,14,,,,,,14,,,,,,,0,1,0
1026,FIS.N,Fidelity National Information Services Inc,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,39.28965,37.43605,33.49267,36.03019,-110.95127,5.41904,4.39771,9.37772,73.98412815,42.98688407,40.59837728,40.84142395,12922.4,10209.26,15049.32,16962.62,58541.8,60024.31,73998.22,98756.05,529011,453229.71,540854.55,556646.68,71464.3,70233.57,89047.54,115718.67,Reported,Reported,Reported,Reported,78,,,69000,78,,,,,,1,1,1,,1,1,0,,,0,0,0,0.017316855,651042,651042,11274,17.55919604,255100,,,,,1,0,15.942,,15,9,63,2,2,,,,,,,46,,,,54,54,46,0,0,0
1027,ZBH.N,Zimmer Biomet Holdings Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,70.90016,71.28587,70.22766,71.77971,10.03329,10.18265,1.35618,14.25046,47.39066413,55.83261589,66.64233816,66.3136397,,,,,,,,,,,,,,50995,73495,80137,CO2,Reported,Reported,Reported,,,,18000,,,,52,,,1,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,1.45,1,0,1.111,,,,,,,,,,,,,30,,,,,,,0,1,0
1028,OMCL.OQ,Omnicell Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,46.06708,49.0312,46.60976,48.70667,-0.17925,7.90685,3.98181,8.73463,50.13294848,42.57056621,48.28935931,5.915381649,454,391,236,297,9304,11306,11609,12168,,,,,9758,11697,11845,12465,Reported,Reported,Reported,Reported,,,,4230,,,,,,,1,1,0,1,1,1,0,,,0,0,0,,62058,62058,,14.66105945,19000,,,,,1,1,,,7,6,59,13,13,,,,,,,11.1,,11.1,,88.9,88.9,,0,1,0
1029,NZF.N,Nuveen Municipal Credit Income Fund,Financials,Collective Investments,Collective Investments,52.01111,68.81824,74.09416,70.97401,51.71825,68.43323,74.04382,70.82323,10.32137902,6.251219487,0.508309771,0.476328533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,CCRN.OQ,Cross Country Healthcare Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,22.36457,22.36594,24.23815,24.81185,9.59806,8.30846,-1.09515,-2.15136,32.53036291,60.68067543,34.5962753,43.64085789,,,,,,503.831,503.831,,,,,,,,,,Energy,Energy,Energy,Median,,,,12980,,,,497,,,1,1,1,,0,0,0,,,0,0,0,,2912.54,2912.54,,0.099133118,278.228,278.228,,,99.321,1,0,0,,,,,,,,,,,,,33.33,11.11,11.11,,66.67,66.67,11.11,0,0,0
1031,ELV.N,Elevance Health Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,,,,,,,,,66.5342273,63.86855241,60.34820326,63.30370651,15725,11800,12298,17050,81290,73700,91136,102805,4823740,947300,947200,1191207,97015,85500,103434,119855,Reported,Reported,Reported,Reported,88,,,102300,88,,,21,,,0,1,1,1,1,1,1,4.614864496,1.101164186,0,0,0,1,677056,677056,677056,1.031667678,161554,161554,,,0.14,1,0,1,,24,14,49,3,3,36,,,,,,36,,,,,,,0,1,0
1032,AMN.N,AMN Healthcare Services Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,32.74089,32.86957,33.07739,33.45766,12.34162,11.99723,6.23571,7.96159,80.82383288,72.48730021,105.2425529,83.76867343,400,511,655,911,2117,2092,2491,2975,163084,113279,62104,,2517,2603,3146,3886,Reported,Reported,Reported,Reported,,,,4230,,,,15,,,1,1,1,,1,1,0,,,1,1,0,,20458.8,20458.8,,,,,,,2,1,0,0,,,,,,,,,,,,,33.33,,22.22,11.11,66.67,66.67,,0,1,0
1033,AYI.N,Acuity Brands Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,43.34801,41.75383,42.61774,42.16096,11.97814,12.7231,12.35481,10.63945,24.59065198,26.83335077,24.17706041,18.85311398,34327,38346,38284,,42234,44785,71850,,35119419,38554644,,,76561,83131,110134,,Reported,Reported,Reported,Median,85,,,12200,85,,,,,,1,1,1,,1,1,1,166.3673462,58.64198046,0,0,0,0.03,977517,977517,29325.51,86.00883652,344560,,,,,1,0,66,,,,,,,,,,,,,25,,,,,,,0,1,0
1034,AAP.N,Advance Auto Parts Inc,Consumer Cyclicals,Retailers,Specialty Retailers,44.50736,44.83871,44.37594,43.85714,6.33582,7.62609,6.94501,6.97476,51.73479271,33.06342025,29.02038257,21.05671863,92822,105649,78926,271541,,,,185550,,,,,,,,457091,CO2,CO2,CO2,Reported,,,,40000,,,,241,,,0,1,0,,0,0,0,,,0,0,0,,2886380,2886380,,,,,,,1.8,1,0,2,,14.4,19.6,61.4,2.5,2.5,31.6,2.1,10.9,16.7,68.4,1.9,22.2,,11.1,11.1,77.8,77.8,,0,1,0
1035,BHK.N,BlackRock Core Bond Trust,Financials,Collective Investments,Collective Investments,73.43772,85.31022,84.78665,76.31309,72.4985,84.17326,83.35037,74.13512,66.02667343,48.57958585,33.48598753,32.88546565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,CNC.N,Centene Corp,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,11.5229,11.27066,12.36557,11.84769,0.93257,1.61134,2.8124,2.34596,74.90543293,70.30416122,65.10301478,109.3618038,26862,36667,28801,30362,90101,113122,116947,109433,2016820,1868210,2823520,3035060,116963,149789,145748,139795,Reported,Reported,Reported,Reported,88,11,,74300,88,11,,,,,1,1,0,,1,1,0,,,0,0,0,,1242310,1242310,,,,,,,,1,0,,,23,14,52,4,4,42,6,18,14,58,4,31,9,11,8,69,69,3,0,0,0
1037,NWBO.PK,Northwest Biotherapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,,,,,-4151.63399,-5260.39801,-6830.90627,-1241.49378,,,,,,,,,,,,,,,,,,,,,Median,Median,,,,,,22,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1038,PCN.N,Pimco Corporate & Income Strategy Fund,Financials,Collective Investments,Collective Investments,81.57118,88.2004,88.783,86.1401,81.25566,87.92135,88.56185,85.85042,17.95897497,52.03042019,66.09497025,30.7253294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,APLD.OQ,Applied Digital Corp,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,19.86568,-11.19429,,,-79.70285,-260.14739,,,152.0321925,17.1840186,17.00924156,,,,,,,,,,,,,,,,,,Median,,,,,,,121,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,16.67,,,16.67,83.33,83.33,,0,0,0
1040,SYNA.OQ,Synaptics Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,52.83005,54.2105,45.62556,40.75268,11.38661,19.67581,10.95103,5.1653,78.65529998,77.51895136,91.13937138,71.6151874,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,1891,,,,,,,0,1,1,1,1,1,1,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,25,25,,,75,75,,0,0,0
1041,GME.N,GameStop Corp,Consumer Cyclicals,Retailers,Specialty Retailers,23.14921,22.42335,24.74557,29.51902,-5.25712,-6.42687,-4.67209,-6.18002,2.987219239,2.783151326,83.05472865,68.65085855,,,,,,,,,,,,,,,,71596,CO2,CO2,CO2,Reported,,,,11000,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
1042,RQI.N,Cohen & Steers Quality Income Realty Fund Inc,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,CORT.OQ,Corcept Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,98.65997,98.55702,98.4226,98.20416,28.02831,34.01215,36.22815,36.41471,0,0,0,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,299,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,11.11,,,,88.89,88.89,11.11,0,0,0
1044,ABG.N,Asbury Automotive Group Inc,Consumer Cyclicals,Retailers,Specialty Retailers,20.08903,19.33582,17.15415,16.21153,9.5874,8.12995,5.78395,4.66971,118.7118994,202.9496573,224.9254555,280.2568467,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Energy,,,,13000,,,,,,,0,1,0,,0,0,0,73.5471396,,0,0,0,,538332,538332,,,,,,,,1,0,0,,,,,,,29,,,,,,22,,,,,,,0,0,0
1045,ACPS.PK,AC Partners Inc,Industrials,Industrial & Commercial Services,Construction & Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,CVGW.OQ,Calavo Growers Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,6.19987,5.43885,8.48598,10.71119,0.50266,-0.94684,2.77164,5.94141,3.247495008,19.88337805,10.84705143,2.172559038,12064,11601,11670,,18341,17554,18500,,12993,,,,30405,29155,30170,,Reported,Reported,Reported,Energy,,,,3266,,,,350,,,0,1,1,1,0,0,1,281.429754,372.4852186,0,0,0,,213064,213064,,267.0884517,282000,,,,75.075,1,0,48.966,,25,45.5,13.6,4.8,4.8,58.6,4.1,10.7,37.2,41.4,6.6,30,10,,10,70,70,10,0,0,0
1047,NVG.N,Nuveen AMT-Free Municipal Credit Income Fund,Financials,Collective Investments,Collective Investments,51.18623,69.43604,75.86744,71.75235,50.94088,69.1437,75.59684,71.20436,77.86860421,78.06386199,57.48903547,59.13948931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,HY.N,Hyster-Yale Materials Handling Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",12.22839,11.8152,16.54991,16.53503,-1.10194,-4.95172,1.77447,1.6374,270.4990215,145.1974237,46.87955909,52.72827485,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,8200,,,,122,,,1,1,1,,1,1,0,,,1,1,0,,,,,,,,,,8.05,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0
1049,VRNT.OQ,Verint Systems Inc,Technology,Software & IT Services,Software & IT Services,67.29624,65.85833,65.36561,64.06922,6.35703,5.07359,6.89903,-0.23307,31.96815134,29.77382311,53.95782216,68.89434246,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Energy,,,,4300,,,,,,,1,1,1,1,1,1,1,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,0,,,,100,100,,0,0,0
1050,HEES.OQ,H&E Equipment Services Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,44.60868,39.08206,35.45897,39.405,18.33272,12.45017,-0.12096,13.90394,309.9433476,408.7147557,520.0643907,378.1863885,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,2375,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,2.863,,,,,,,,,,,,,9.09,9.09,,,90.91,90.91,,0,0,1
1051,NFLX.OQ,Netflix Inc,Technology,Software & IT Services,Software & IT Services,39.37071,41.63656,43.28978,38.28172,17.81665,20.85845,18.34405,12.9202,69.08022808,97.12066465,147.3892387,194.6577999,59388,62815,30883,51487,41411,42291,28585,26594,1086830,1466500,1020540,1192660,100799,105106,56468,78081,Reported,Reported,Reported,Reported,,,,12800,,,,,,,1,0,1,,1,1,0,,,0,0,0,,,,565081,,,,,,,1,0,,,13,11.3,46.6,2.1,2.1,41.5,18.4,15,7.3,58.5,0.8,8.33,,8.33,,91.67,91.67,,0,0,0
1052,BYON.N,Beyond Inc,Technology,Software & IT Services,Software & IT Services,22.97912,22.63429,22.91,20.0665,1.39986,4.02954,3.87804,-4.349,5.880221608,5.546047346,11.83702086,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,1050,,,,,,,1,1,1,,1,1,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,12.5,,12.5,,87.5,87.5,,0,0,0
1053,NPO.N,Enpro Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",38.50983,39.04093,35.6875,33.49092,6.56841,7.78201,3.6375,4.69437,56.67694072,88.63260647,45.5540102,70.95501184,,,,17374,,14958,14969,68933,,,,,,,,86307,CO2,CO2,CO2,Reported,,,,3500,,,103612,10,,,1,1,0,,0,1,0,,,0,0,0,,,,,,,,,,1.12,1,0,,,,21,58,4,4,,,,,,,,,,,,,,0,1,0
1054,CHI.OQ,Calamos Convertible Opportunities and Income Fund,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,PML.N,PIMCO Municipal Income Fund II,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,NDAQ.OQ,Nasdaq Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,57.53293,58.10398,51.59055,59.47912,25.12046,25.90894,21.92998,24.49554,87.77434563,91.16497263,86.13399658,60.06384111,52.5,0.5,2.7,0,17094,18813,21665,20890,86658,78876,55570,28475,17147,18814,21668,20890,Reported,Reported,Reported,Reported,,,,6377,,,,,,,1,1,1,1,1,1,0,6.56995387,1.101907066,0,0,0,0.833882051,233575,233575,194774,6.292161902,39175,39175,,,,1,1,,,7.9,5.7,64.6,5.7,5.7,26.3,10.7,6.2,4.1,73.7,5.3,20,,20,,80,80,,0,1,0
1057,GPK.N,Graphic Packaging Holding Co,Basic Materials,Applied Resources,Containers & Packaging,19.45975,14.96646,16.7716,17.73673,9.59746,5.68753,5.66777,8.67031,244.4392741,306.3987308,255.8590185,182.1615081,1626900,1604100,1441500,1318700,830600,680100,652200,757500,6930000,6660000,3590000,3520000,2457500,2284200,2093700,2076200,Reported,Reported,Reported,Reported,,,,24000,,,,,,,1,1,1,1,1,1,0,,,1,1,0,0.644988628,102008000,102008000,65794000,19269.0678,181900000,181900000,,,5.1,1,0,62,,18,5.4,70,3.9,3.9,19,,,,,,10,,,,,,,0,0,0
1058,SAFT.OQ,Safety Insurance Group Inc,Financials,Insurance,Insurance,,,,,,,,,4.310350136,3.235642108,3.391060486,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,538,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,1,0,,10,1.8,80.6,1.1,1.1,,,,,,,28.57,,14.29,,71.42,71.42,14.29,0,0,0
1059,BLE.N,BlackRock Municipal Income Trust II,Financials,Collective Investments,Collective Investments,52.89851,72.73025,75.97881,72.46264,52.19417,72.13724,74.32539,71.22433,57.67399169,67.64814683,62.10972421,64.6926683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,HALO.OQ,Halozyme Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,78.89704,81.6352,83.79373,76.7613,40.11704,57.50874,53.90816,-34.49631,886.9951354,445.1183785,262.983045,438.7151964,1024.391,,,,,,,,,,,,,79,49.526,81.874,CO2,Reported,Reported,Reported,,,,393,,,,,,,0,1,0,,0,0,0,,,0,0,0,0.413999977,19916.576,19916.576,8245.462,,5036.318,5036.318,,,,1,0,0,,4.4,9.5,69.5,2,2,,,,,,,,,,,,,,0,1,0
1061,EGBN.OQ,Eagle Bancorp Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,8.539624414,6.928466991,23.75734552,20.88443504,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,496,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,20,,20,,80,80,,0,1,0
1062,BANC.N,Banc of California Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,28.64744096,28.51186062,29.18278614,19.7986211,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,685,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,0
1063,EIM.A,Eaton Vance Municipal Bond Fund,Financials,Collective Investments,Collective Investments,69.34371,74.20518,66.06658,60.66734,68.72837,73.59753,65.23954,59.72238,76.65410468,66.53825279,74.73851915,71.74269398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,KMX.N,Carmax Inc,Consumer Cyclicals,Retailers,Specialty Retailers,9.4331,10.30564,12.55465,13.39735,2.14521,4.67814,5.09366,5.71352,330.2738943,360.2899394,348.3015333,410.2525289,103088,91650,82964,78033,96489,97048,103659,106590,,,,,199577,188698,186623,184623,Reported,Reported,Reported,Reported,,,,30621,,,,,,,1,1,0,,0,0,0,90.42628441,,0,0,0,0.063133153,2646280,2468360,167068,,,,,,,1,0,0,,,,,,,30.7,,,,,,18,,,,,,,0,0,0
1065,TCBI.OQ,Texas Capital Bancshares Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,30.61713695,29.03241385,17.68050838,19.18027245,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,2198,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,16.7,,,,,,,0,1,0
1066,DKS.N,DICK'S Sporting Goods Inc,Consumer Cyclicals,Retailers,Specialty Retailers,34.64173,38.32868,31.83119,29.19247,11.82888,16.5496,7.7366,4.67837,61.02324981,91.87013998,17.88787853,12.94180289,48012,26170,27268,30028,189077,189156,229960,325782,243819,171649,162419,184254,237089,215326,257228,355810,Reported,Reported,Reported,Reported,80,,,18800,80,,,,,,1,1,1,1,1,1,0,209.6866291,,0,0,0,,2460400,2460400,0,,,,,,,1,1,0,,,,64,36,36,,,,,,,27.27,9.09,18.18,,72.73,72.73,,0,0,0
1067,NRP.N,Natural Resource Partners LP,Energy,Energy - Fossil Fuels,Coal,,,,,75.99412,68.37807,-31.38065,8.56093,26.21019743,98.54818472,126.4543623,102.5117665,,,,,,,,,,,,,,,,,Median,Median,,,,,,54,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
1068,WYNN.OQ,Wynn Resorts Ltd,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,36.37654,32.01888,16.82564,38.4713,-2.67982,-10.53763,-59.0042,13.09719,,,,597.9066519,310606,341552,164166,208038,39595,67632,248644,343701,,,,,350201,409184,412810,551739,Reported,Reported,Reported,Reported,,,,27000,,,,388,,,1,1,0,,0,1,0,,,0,0,0,,796720,,,573.1055172,2153060,,,,12.933,1,0,51,2,9,34.5,23.5,11,11,59,21,7,22,41,9,,,,,,,,0,0,0
1069,PRAA.OQ,PRA Group Inc,Financials,Banking & Investment Services,Banking Services,79.86465,81.47713,81.76643,82.8346,29.57009,34.22333,32.72456,26.67909,212.4242767,212.4884751,208.2116852,249.2475551,62,,,,26677,,,,38321,,,,26739,,,,Reported,Median,Median,Median,,,,3277,,,,,,,1,1,0,,0,0,0,,5.40506413,0,0,0,,,,,23.82977558,26111,,,,,1,0,,,33.16,5.85,55.28,2.45,2.45,,,,,,,9.25,1.85,3.7,3.7,90.75,90.75,0,0,0,0
1070,NKX.N,Nuveen California AMT-Free Quality Municipal Income Fund,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,NRK.N,Nuveen New York AMT-Free Quality Municipal Income Fund,Financials,Collective Investments,Collective Investments,59.16782,71.47768,69.90194,62.85884,59.0769,71.38523,69.77255,62.76425,68.1491695,62.39569167,60.02988543,59.45352794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,NEA.N,Nuveen Amt-Free Quality Municipal Income Fund,Financials,Collective Investments,Collective Investments,,68.33797,75.16493,70.97256,,68.20263,74.97413,70.66803,,2.411176494,1.840257294,1.581025167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,CMP.N,Compass Minerals International Inc,Basic Materials,Chemicals,Chemicals,19.41562,15.81866,20.52355,21.87282,6.56595,3.44828,9.44298,10.24978,157.095901,370.8268331,321.0167178,338.2687339,229895,230251,238176,229521,71914,84762,86949,78734,484348,360141,385906,410341,301809,315013,325125,308255,Reported,Reported,Reported,Reported,,,,1981,,,,,,,1,1,1,1,1,1,1,2373.674471,54248.53921,1,1,1,,5374450,5374450,,98729.20183,122829000,22838000,,,6.397,1,1,50,,8,7,82,1,1,7,,,,,,20,,,,,,,0,1,0
1074,PTY.N,Pimco Corporate & Income Opportunity Fund,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,FBMS.OQ,First Bancshares Inc (Mississippi),Financials,Banking & Investment Services,Banking Services,,,,,,,,,22.72358245,21.7134102,23.32033219,15.70711734,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,870,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,9.09,,9.09,,90.91,90.91,,0,0,1
1076,PFS.N,Provident Financial Services Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,6.790561199,7.485905335,7.721399657,4.29588921,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,1124,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,15,,,,,,,0,0,0
1077,FFC.N,Flaherty & Crumrine Preferred and Income Securities Fund Inc,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,JPC.N,Nuveen Preferred & Income Opportunities Fund,Financials,Collective Investments,Collective Investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,ZION.OQ,Zions Bancorporation NA,Financials,Banking & Investment Services,Banking Services,,,,,,,,,226.2006949,25.65992228,36.87547553,51.35318918,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,9989,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,5.7,16.7,65.2,3.3,3.3,35.6,7.7,4.8,20,64.4,3.1,36,27,,9,64,64,,0,0,0
